TITLE
Temperature Logger data export

DATE CREATED
2020-11-17T09:50:19

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "
1997-12-07T00:00:00+1000,1997-12-07,00:00:00,8.814168E8,27.4498,
1997-12-08T00:00:00+1000,1997-12-08,00:00:00,8.815032E8,27.595,
1997-12-09T00:00:00+1000,1997-12-09,00:00:00,8.815896E8,27.7444,
1997-12-10T00:00:00+1000,1997-12-10,00:00:00,8.81676E8,27.7513,
1997-12-11T00:00:00+1000,1997-12-11,00:00:00,8.817624E8,27.8567,
1997-12-12T00:00:00+1000,1997-12-12,00:00:00,8.818488E8,27.7113,
1997-12-13T00:00:00+1000,1997-12-13,00:00:00,8.819352E8,27.8544,
1997-12-14T00:00:00+1000,1997-12-14,00:00:00,8.820216E8,28.0154,
1997-12-15T00:00:00+1000,1997-12-15,00:00:00,8.82108E8,28.2742,
1997-12-16T00:00:00+1000,1997-12-16,00:00:00,8.821944E8,28.2606,
1997-12-17T00:00:00+1000,1997-12-17,00:00:00,8.822808E8,28.11,
1997-12-18T00:00:00+1000,1997-12-18,00:00:00,8.823672E8,28.3944,
1997-12-19T00:00:00+1000,1997-12-19,00:00:00,8.824536E8,28.535,
1997-12-20T00:00:00+1000,1997-12-20,00:00:00,8.8254E8,28.3427,
1997-12-21T00:00:00+1000,1997-12-21,00:00:00,8.826264E8,28.8746,
1997-12-22T00:00:00+1000,1997-12-22,00:00:00,8.827128E8,28.8675,
1997-12-23T00:00:00+1000,1997-12-23,00:00:00,8.827992E8,28.7873,
1997-12-24T00:00:00+1000,1997-12-24,00:00:00,8.828856E8,28.0148,
1997-12-25T00:00:00+1000,1997-12-25,00:00:00,8.82972E8,28.4352,
1997-12-26T00:00:00+1000,1997-12-26,00:00:00,8.830584E8,28.109,
1997-12-27T00:00:00+1000,1997-12-27,00:00:00,8.831448E8,27.9829,
1997-12-28T00:00:00+1000,1997-12-28,00:00:00,8.832312E8,27.8763,
1997-12-29T00:00:00+1000,1997-12-29,00:00:00,8.833176E8,27.734,
1997-12-30T00:00:00+1000,1997-12-30,00:00:00,8.83404E8,27.5421,
1997-12-31T00:00:00+1000,1997-12-31,00:00:00,8.834904E8,27.1685,
1998-01-01T00:00:00+1000,1998-01-01,00:00:00,8.835768E8,27.0731,
1998-01-02T00:00:00+1000,1998-01-02,00:00:00,8.836632E8,26.9581,
1998-01-03T00:00:00+1000,1998-01-03,00:00:00,8.837496E8,27.0419,
1998-01-04T00:00:00+1000,1998-01-04,00:00:00,8.83836E8,27.1477,
1998-01-05T00:00:00+1000,1998-01-05,00:00:00,8.839224E8,27.2408,
1998-01-06T00:00:00+1000,1998-01-06,00:00:00,8.840088E8,27.2842,
1998-01-07T00:00:00+1000,1998-01-07,00:00:00,8.840952E8,27.2958,
1998-01-08T00:00:00+1000,1998-01-08,00:00:00,8.841816E8,27.36,
1998-01-09T00:00:00+1000,1998-01-09,00:00:00,8.84268E8,27.3515,
1998-01-10T00:00:00+1000,1998-01-10,00:00:00,8.843544E8,27.4481,
1998-01-11T00:00:00+1000,1998-01-11,00:00:00,8.844408E8,27.4958,
1998-01-12T00:00:00+1000,1998-01-12,00:00:00,8.845272E8,27.599,
1998-01-13T00:00:00+1000,1998-01-13,00:00:00,8.846136E8,27.8506,
1998-01-14T00:00:00+1000,1998-01-14,00:00:00,8.847E8,27.6742,
1998-01-15T00:00:00+1000,1998-01-15,00:00:00,8.847864E8,27.8788,
1998-01-16T00:00:00+1000,1998-01-16,00:00:00,8.848728E8,27.8765,
1998-01-17T00:00:00+1000,1998-01-17,00:00:00,8.849592E8,27.9231,
1998-01-18T00:00:00+1000,1998-01-18,00:00:00,8.850456E8,27.7077,
1998-01-19T00:00:00+1000,1998-01-19,00:00:00,8.85132E8,27.7067,
1998-01-20T00:00:00+1000,1998-01-20,00:00:00,8.852184E8,27.7569,
1998-01-21T00:00:00+1000,1998-01-21,00:00:00,8.853048E8,27.9608,
1998-01-22T00:00:00+1000,1998-01-22,00:00:00,8.853912E8,28.2006,
1998-01-23T00:00:00+1000,1998-01-23,00:00:00,8.854776E8,28.1746,
1998-01-24T00:00:00+1000,1998-01-24,00:00:00,8.85564E8,28.1798,
1998-01-25T00:00:00+1000,1998-01-25,00:00:00,8.856504E8,28.2646,
1998-01-26T00:00:00+1000,1998-01-26,00:00:00,8.857368E8,28.2415,
1998-01-27T00:00:00+1000,1998-01-27,00:00:00,8.858232E8,28.3425,
1998-01-28T00:00:00+1000,1998-01-28,00:00:00,8.859096E8,28.7506,
1998-01-29T00:00:00+1000,1998-01-29,00:00:00,8.85996E8,28.6442,
1998-01-30T00:00:00+1000,1998-01-30,00:00:00,8.860824E8,28.5621,
1998-01-31T00:00:00+1000,1998-01-31,00:00:00,8.861688E8,28.8148,
1998-02-01T00:00:00+1000,1998-02-01,00:00:00,8.862552E8,28.8938,
1998-02-02T00:00:00+1000,1998-02-02,00:00:00,8.863416E8,28.8788,
1998-02-03T00:00:00+1000,1998-02-03,00:00:00,8.86428E8,28.8552,
1998-02-04T00:00:00+1000,1998-02-04,00:00:00,8.865144E8,28.9502,
1998-02-05T00:00:00+1000,1998-02-05,00:00:00,8.866008E8,28.9635,
1998-02-06T00:00:00+1000,1998-02-06,00:00:00,8.866872E8,28.9294,
1998-02-07T00:00:00+1000,1998-02-07,00:00:00,8.867736E8,28.9733,
1998-02-08T00:00:00+1000,1998-02-08,00:00:00,8.8686E8,28.9921,
1998-02-09T00:00:00+1000,1998-02-09,00:00:00,8.869464E8,29.0135,
1998-02-10T00:00:00+1000,1998-02-10,00:00:00,8.870328E8,29.0498,
1998-02-11T00:00:00+1000,1998-02-11,00:00:00,8.871192E8,29.1454,
1998-02-12T00:00:00+1000,1998-02-12,00:00:00,8.872056E8,29.3008,
1998-02-13T00:00:00+1000,1998-02-13,00:00:00,8.87292E8,29.3594,
1998-02-14T00:00:00+1000,1998-02-14,00:00:00,8.873784E8,29.4454,
1998-02-15T00:00:00+1000,1998-02-15,00:00:00,8.874648E8,29.4806,
1998-02-16T00:00:00+1000,1998-02-16,00:00:00,8.875512E8,29.5117,
1998-02-17T00:00:00+1000,1998-02-17,00:00:00,8.876376E8,29.5677,
1998-02-18T00:00:00+1000,1998-02-18,00:00:00,8.87724E8,29.5138,
1998-02-19T00:00:00+1000,1998-02-19,00:00:00,8.878104E8,29.58,
1998-02-20T00:00:00+1000,1998-02-20,00:00:00,8.878968E8,29.5542,
1998-02-21T00:00:00+1000,1998-02-21,00:00:00,8.879832E8,29.4498,
1998-02-22T00:00:00+1000,1998-02-22,00:00:00,8.880696E8,29.4779,
1998-02-23T00:00:00+1000,1998-02-23,00:00:00,8.88156E8,29.5054,
1998-02-24T00:00:00+1000,1998-02-24,00:00:00,8.882424E8,29.3985,
1998-02-25T00:00:00+1000,1998-02-25,00:00:00,8.883288E8,29.1602,
1998-02-26T00:00:00+1000,1998-02-26,00:00:00,8.884152E8,29.0373,
1998-02-27T00:00:00+1000,1998-02-27,00:00:00,8.885016E8,29.036,
1998-02-28T00:00:00+1000,1998-02-28,00:00:00,8.88588E8,28.95,
1998-03-01T00:00:00+1000,1998-03-01,00:00:00,8.886744E8,28.7896,
1998-03-02T00:00:00+1000,1998-03-02,00:00:00,8.887608E8,28.5923,
1998-03-03T00:00:00+1000,1998-03-03,00:00:00,8.888472E8,28.436,
1998-03-04T00:00:00+1000,1998-03-04,00:00:00,8.889336E8,28.2888,
1998-03-05T00:00:00+1000,1998-03-05,00:00:00,8.8902E8,28.1123,
1998-03-06T00:00:00+1000,1998-03-06,00:00:00,8.891064E8,28.084,
1998-03-07T00:00:00+1000,1998-03-07,00:00:00,8.891928E8,28.174,
1998-03-08T00:00:00+1000,1998-03-08,00:00:00,8.892792E8,28.2494,
1998-03-09T00:00:00+1000,1998-03-09,00:00:00,8.893656E8,28.414,
1998-03-10T00:00:00+1000,1998-03-10,00:00:00,8.89452E8,28.4956,
1998-03-11T00:00:00+1000,1998-03-11,00:00:00,8.895384E8,28.4502,
1998-03-12T00:00:00+1000,1998-03-12,00:00:00,8.896248E8,28.3938,
1998-03-13T00:00:00+1000,1998-03-13,00:00:00,8.897112E8,28.3646,
1998-03-14T00:00:00+1000,1998-03-14,00:00:00,8.897976E8,28.3248,
1998-03-15T00:00:00+1000,1998-03-15,00:00:00,8.89884E8,28.2896,
1998-03-16T00:00:00+1000,1998-03-16,00:00:00,8.899704E8,28.2519,
1998-03-17T00:00:00+1000,1998-03-17,00:00:00,8.900568E8,28.2229,
1998-03-18T00:00:00+1000,1998-03-18,00:00:00,8.901432E8,28.206,
1998-03-19T00:00:00+1000,1998-03-19,00:00:00,8.902296E8,28.185,
1998-03-20T00:00:00+1000,1998-03-20,00:00:00,8.90316E8,28.114,
1998-03-21T00:00:00+1000,1998-03-21,00:00:00,8.904024E8,28.0123,
1998-03-22T00:00:00+1000,1998-03-22,00:00:00,8.904888E8,27.9965,
1998-03-23T00:00:00+1000,1998-03-23,00:00:00,8.905752E8,27.9704,
1998-03-24T00:00:00+1000,1998-03-24,00:00:00,8.906616E8,27.9233,
1998-03-25T00:00:00+1000,1998-03-25,00:00:00,8.90748E8,27.9279,
1998-03-26T00:00:00+1000,1998-03-26,00:00:00,8.908344E8,28.0929,
1998-03-27T00:00:00+1000,1998-03-27,00:00:00,8.909208E8,28.1994,
1998-03-28T00:00:00+1000,1998-03-28,00:00:00,8.910072E8,28.2556,
1998-03-29T00:00:00+1000,1998-03-29,00:00:00,8.910936E8,28.3038,
1998-03-30T00:00:00+1000,1998-03-30,00:00:00,8.9118E8,28.254,
1998-03-31T00:00:00+1000,1998-03-31,00:00:00,8.912664E8,28.2773,
1998-04-01T00:00:00+1000,1998-04-01,00:00:00,8.913528E8,28.2835,
1998-04-02T00:00:00+1000,1998-04-02,00:00:00,8.914392E8,28.3954,
1998-04-03T00:00:00+1000,1998-04-03,00:00:00,8.915256E8,28.4142,
1998-04-04T00:00:00+1000,1998-04-04,00:00:00,8.91612E8,28.3052,
1998-04-05T00:00:00+1000,1998-04-05,00:00:00,8.916984E8,28.1279,
1998-04-06T00:00:00+1000,1998-04-06,00:00:00,8.917848E8,27.9833,
1998-04-07T00:00:00+1000,1998-04-07,00:00:00,8.918712E8,27.8921,
1998-04-08T00:00:00+1000,1998-04-08,00:00:00,8.919576E8,27.8781,
1998-04-09T00:00:00+1000,1998-04-09,00:00:00,8.92044E8,27.7565,
1998-04-10T00:00:00+1000,1998-04-10,00:00:00,8.921304E8,27.7296,
1998-04-11T00:00:00+1000,1998-04-11,00:00:00,8.922168E8,27.7233,
1998-04-12T00:00:00+1000,1998-04-12,00:00:00,8.923032E8,27.756,
1998-04-13T00:00:00+1000,1998-04-13,00:00:00,8.923896E8,27.8677,
1998-04-14T00:00:00+1000,1998-04-14,00:00:00,8.92476E8,27.9629,
1998-04-15T00:00:00+1000,1998-04-15,00:00:00,8.925624E8,27.994,
1998-04-16T00:00:00+1000,1998-04-16,00:00:00,8.926488E8,27.9948,
1998-04-17T00:00:00+1000,1998-04-17,00:00:00,8.927352E8,28.0069,
1998-04-18T00:00:00+1000,1998-04-18,00:00:00,8.928216E8,28.0119,
1998-04-19T00:00:00+1000,1998-04-19,00:00:00,8.92908E8,28.0415,
1998-04-20T00:00:00+1000,1998-04-20,00:00:00,8.929944E8,28.0823,
1998-04-21T00:00:00+1000,1998-04-21,00:00:00,8.930808E8,28.0325,
1998-04-22T00:00:00+1000,1998-04-22,00:00:00,8.931672E8,28.0473,
1998-04-23T00:00:00+1000,1998-04-23,00:00:00,8.932536E8,28.139,
1998-04-24T00:00:00+1000,1998-04-24,00:00:00,8.9334E8,28.1135,
1998-04-25T00:00:00+1000,1998-04-25,00:00:00,8.934264E8,28.1467,
1998-04-26T00:00:00+1000,1998-04-26,00:00:00,8.935128E8,28.1958,
1998-04-27T00:00:00+1000,1998-04-27,00:00:00,8.935992E8,28.1738,
1998-04-28T00:00:00+1000,1998-04-28,00:00:00,8.936856E8,28.0985,
1998-04-29T00:00:00+1000,1998-04-29,00:00:00,8.93772E8,27.986,
1998-04-30T00:00:00+1000,1998-04-30,00:00:00,8.938584E8,27.866,
1998-05-01T00:00:00+1000,1998-05-01,00:00:00,8.939448E8,27.8298,
1998-05-02T00:00:00+1000,1998-05-02,00:00:00,8.940312E8,27.8321,
1998-05-03T00:00:00+1000,1998-05-03,00:00:00,8.941176E8,27.7958,
1998-05-04T00:00:00+1000,1998-05-04,00:00:00,8.94204E8,27.7527,
1998-05-05T00:00:00+1000,1998-05-05,00:00:00,8.942904E8,27.6081,
1998-05-06T00:00:00+1000,1998-05-06,00:00:00,8.943768E8,27.6992,
1998-05-07T00:00:00+1000,1998-05-07,00:00:00,8.944632E8,27.6627,
1998-05-08T00:00:00+1000,1998-05-08,00:00:00,8.945496E8,27.569,
1998-05-09T00:00:00+1000,1998-05-09,00:00:00,8.94636E8,27.5021,
1998-05-10T00:00:00+1000,1998-05-10,00:00:00,8.947224E8,27.3279,
1998-05-11T00:00:00+1000,1998-05-11,00:00:00,8.948088E8,27.2421,
1998-05-12T00:00:00+1000,1998-05-12,00:00:00,8.948952E8,27.209,
1998-05-13T00:00:00+1000,1998-05-13,00:00:00,8.949816E8,27.11,
1998-05-14T00:00:00+1000,1998-05-14,00:00:00,8.95068E8,27.1435,
1998-05-15T00:00:00+1000,1998-05-15,00:00:00,8.951544E8,27.0883,
1998-05-16T00:00:00+1000,1998-05-16,00:00:00,8.952408E8,27.0265,
1998-05-17T00:00:00+1000,1998-05-17,00:00:00,8.953272E8,27.0163,
1998-05-18T00:00:00+1000,1998-05-18,00:00:00,8.954136E8,26.9746,
1998-05-19T00:00:00+1000,1998-05-19,00:00:00,8.955E8,27.0283,
1998-05-20T00:00:00+1000,1998-05-20,00:00:00,8.955864E8,26.914,
1998-05-21T00:00:00+1000,1998-05-21,00:00:00,8.956728E8,26.6869,
1998-05-22T00:00:00+1000,1998-05-22,00:00:00,8.957592E8,26.5731,
1998-05-23T00:00:00+1000,1998-05-23,00:00:00,8.958456E8,26.4488,
1998-05-24T00:00:00+1000,1998-05-24,00:00:00,8.95932E8,26.3413,
1998-05-25T00:00:00+1000,1998-05-25,00:00:00,8.960184E8,26.2177,
1998-05-26T00:00:00+1000,1998-05-26,00:00:00,8.961048E8,26.0592,
1998-05-27T00:00:00+1000,1998-05-27,00:00:00,8.961912E8,26.0252,
1998-05-28T00:00:00+1000,1998-05-28,00:00:00,8.962776E8,25.9354,
1998-05-29T00:00:00+1000,1998-05-29,00:00:00,8.96364E8,25.844,
1998-05-30T00:00:00+1000,1998-05-30,00:00:00,8.964504E8,25.7473,
1998-05-31T00:00:00+1000,1998-05-31,00:00:00,8.965368E8,25.6669,
1998-06-01T00:00:00+1000,1998-06-01,00:00:00,8.966232E8,25.7452,
1998-06-02T00:00:00+1000,1998-06-02,00:00:00,8.967096E8,25.8467,
1998-06-03T00:00:00+1000,1998-06-03,00:00:00,8.96796E8,25.886,
1998-06-04T00:00:00+1000,1998-06-04,00:00:00,8.968824E8,25.9675,
1998-06-05T00:00:00+1000,1998-06-05,00:00:00,8.969688E8,25.9567,
1998-06-06T00:00:00+1000,1998-06-06,00:00:00,8.970552E8,25.8348,
1998-06-07T00:00:00+1000,1998-06-07,00:00:00,8.971416E8,25.7338,
1998-06-08T00:00:00+1000,1998-06-08,00:00:00,8.97228E8,25.5608,
1998-06-09T00:00:00+1000,1998-06-09,00:00:00,8.973144E8,25.456,
1998-06-10T00:00:00+1000,1998-06-10,00:00:00,8.974008E8,25.3363,
1998-06-11T00:00:00+1000,1998-06-11,00:00:00,8.974872E8,25.1554,
1998-06-12T00:00:00+1000,1998-06-12,00:00:00,8.975736E8,25.2281,
1998-06-13T00:00:00+1000,1998-06-13,00:00:00,8.9766E8,25.491,
1998-06-14T00:00:00+1000,1998-06-14,00:00:00,8.977464E8,25.5567,
1998-06-15T00:00:00+1000,1998-06-15,00:00:00,8.978328E8,25.6396,
1998-06-16T00:00:00+1000,1998-06-16,00:00:00,8.979192E8,25.6683,
1998-06-17T00:00:00+1000,1998-06-17,00:00:00,8.980056E8,25.5367,
1998-06-18T00:00:00+1000,1998-06-18,00:00:00,8.98092E8,25.2717,
1998-06-19T00:00:00+1000,1998-06-19,00:00:00,8.981784E8,25.1394,
1998-06-20T00:00:00+1000,1998-06-20,00:00:00,8.982648E8,25.0544,
1998-06-21T00:00:00+1000,1998-06-21,00:00:00,8.983512E8,25.071,
1998-06-22T00:00:00+1000,1998-06-22,00:00:00,8.984376E8,25.0798,
1998-06-23T00:00:00+1000,1998-06-23,00:00:00,8.98524E8,24.9621,
1998-06-24T00:00:00+1000,1998-06-24,00:00:00,8.986104E8,24.6088,
1998-06-25T00:00:00+1000,1998-06-25,00:00:00,8.986968E8,24.4523,
1998-06-26T00:00:00+1000,1998-06-26,00:00:00,8.987832E8,24.2315,
1998-06-27T00:00:00+1000,1998-06-27,00:00:00,8.988696E8,24.2773,
1998-06-28T00:00:00+1000,1998-06-28,00:00:00,8.98956E8,24.396,
1998-06-29T00:00:00+1000,1998-06-29,00:00:00,8.990424E8,24.7452,
1998-06-30T00:00:00+1000,1998-06-30,00:00:00,8.991288E8,24.9071,
1998-07-01T00:00:00+1000,1998-07-01,00:00:00,8.992152E8,24.3704,
1998-07-02T00:00:00+1000,1998-07-02,00:00:00,8.993016E8,23.9817,
1998-07-03T00:00:00+1000,1998-07-03,00:00:00,8.99388E8,23.9748,
1998-07-04T00:00:00+1000,1998-07-04,00:00:00,8.994744E8,24.0148,
1998-07-05T00:00:00+1000,1998-07-05,00:00:00,8.995608E8,24.1533,
1998-07-06T00:00:00+1000,1998-07-06,00:00:00,8.996472E8,24.2944,
1998-07-07T00:00:00+1000,1998-07-07,00:00:00,8.997336E8,24.3602,
1998-07-08T00:00:00+1000,1998-07-08,00:00:00,8.9982E8,24.2723,
1998-07-09T00:00:00+1000,1998-07-09,00:00:00,8.999064E8,24.2833,
1998-07-10T00:00:00+1000,1998-07-10,00:00:00,8.999928E8,24.1892,
1998-07-11T00:00:00+1000,1998-07-11,00:00:00,9.000792E8,23.874,
1998-07-12T00:00:00+1000,1998-07-12,00:00:00,9.001656E8,23.8694,
1998-07-13T00:00:00+1000,1998-07-13,00:00:00,9.00252E8,23.7946,
1998-07-14T00:00:00+1000,1998-07-14,00:00:00,9.003384E8,23.7427,
1998-07-15T00:00:00+1000,1998-07-15,00:00:00,9.004248E8,24.0529,
1998-07-16T00:00:00+1000,1998-07-16,00:00:00,9.005112E8,24.1771,
1998-07-17T00:00:00+1000,1998-07-17,00:00:00,9.005976E8,24.1733,
1998-07-18T00:00:00+1000,1998-07-18,00:00:00,9.00684E8,24.2019,
1998-07-19T00:00:00+1000,1998-07-19,00:00:00,9.007704E8,24.2906,
1998-07-20T00:00:00+1000,1998-07-20,00:00:00,9.008568E8,24.3848,
1998-07-21T00:00:00+1000,1998-07-21,00:00:00,9.009432E8,24.5613,
1998-07-22T00:00:00+1000,1998-07-22,00:00:00,9.010296E8,24.6563,
1998-07-23T00:00:00+1000,1998-07-23,00:00:00,9.01116E8,24.6546,
1998-07-24T00:00:00+1000,1998-07-24,00:00:00,9.012024E8,24.555,
1998-07-25T00:00:00+1000,1998-07-25,00:00:00,9.012888E8,24.4781,
1998-07-26T00:00:00+1000,1998-07-26,00:00:00,9.013752E8,24.4723,
1998-07-27T00:00:00+1000,1998-07-27,00:00:00,9.014616E8,24.4788,
1998-07-28T00:00:00+1000,1998-07-28,00:00:00,9.01548E8,24.775,
1998-07-29T00:00:00+1000,1998-07-29,00:00:00,9.016344E8,24.8344,
1998-07-30T00:00:00+1000,1998-07-30,00:00:00,9.017208E8,24.6104,
